fund_name,scheme_name,isin
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Direct Plan - Dividend,INF109KA1TK1
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Dividend,INF109KA1TI5
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C - Cumulative,INF109KB1CP5
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C - Direct Plan - Cumulative,INF109KB1CR1
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C - Dividend,INF109KB1CQ3
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D - Cumulative,INF109KB1DY5
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D - Direct Plan - Cumulative,INF109KB1EK2
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D - Dividend,INF109KB1DZ2
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan R Dividend Option,INF109KB1GW2
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Cumulative,INF109KB1CT7
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Direct Plan - Cumulative,INF109KB1CV3
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Direct Plan - Dividend,INF109KB1CW1
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Dividend,INF109KB1CU5
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan F - Cumulative,INF109KB1CX9
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan F - Direct Plan - Cumulative,INF109KB1CZ4
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Cumulative,INF109KB1CL4
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Direct Plan - Cumulative,INF109KB1CN0
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Direct Plan - Dividend,INF109KB1CO8
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Dividend,INF109KB1CM2
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Cumulative Option,INF109KA16S9
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Direct Plan Cumulative Option,INF109KA18S5
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Direct Plan Dividend Option,INF109KA19S3
ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Dividend Option,INF109KA17S7
ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund - Direct Plan - Growth,INF109KC1R14
ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund - Direct Plan - IDCW,INF109KC1R22
ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund - Growth,INF109KC1Q80
ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund - IDCW,INF109KC1Q98
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Bonus,INF109KA1I43
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Daily IDCW,INF109K01AW3
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Direct Plan - Daily IDCW,INF109K01P24
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Direct Plan - Fortnightly IDCW,INF109K01P40
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Direct Plan - Growth,INF109K01P57
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Direct Plan - IDCW Others,INF109K01P65
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Direct Plan - Monthly IDCW,INF109K018Z6
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Direct Plan - Quarterly IDCW,INF109KA1012
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Direct Plan - Weekly IDCW,INF109K01P73
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Fortnightly IDCW,INF109K01AZ6
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Growth,INF109K01AX1
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - IDCW Others,INF109K01WQ9
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Monthly IDCW,INF109KA1038
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Quarterly IDCW,INF109KA1053
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund - Weekly IDCW,INF109K01EN4
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan A - Dividend Daily,INF109K01928
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan A - Fortnightly Dividend,INF109K01910
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan A - Growth,INF109K01936
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan A - Weekly Dividend Option,INF109K01EK0
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan B - Dividend Daily,INF109K01951
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan B - Fortnightly Dividend,INF109K01969
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan B - Growth,INF109K01977
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan B - Weekly Dividend Option,INF109K01EL8
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan C - Dividend Daily,INF109K01AA9
ICICI Prudential Mutual Fund,ICICI Prudential Floating Interest Fund Plan C - Fortnightly Dividend,INF109K01993
ICICI Prudential Mutual Fund,ICICI Prudential FMCG Fund - Direct Plan -  Growth,INF109K01Z14
ICICI Prudential Mutual Fund,ICICI Prudential FMCG Fund - Direct Plan -  IDCW,INF109K01Y98
ICICI Prudential Mutual Fund,ICICI Prudential FMCG Fund - Growth,INF109K01415
ICICI Prudential Mutual Fund,ICICI Prudential FMCG Fund - IDCW,INF109K01EO2
ICICI Prudential Mutual Fund,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,INF109K018N2
ICICI Prudential Mutual Fund,ICICI Prudential Focused Equity Fund - Direct Plan - IDCW,INF109K016N6
ICICI Prudential Mutual Fund,ICICI Prudential Focused Equity Fund - Growth,INF109K01BZ4
ICICI Prudential Mutual Fund,ICICI Prudential Focused Equity Fund - IDCW,INF109K01FM3
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund - Bonus,INF109KA1H10
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund - Direct Plan - Growth,INF109K018C5
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund - Direct Plan - IDCW,INF109K016C9
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund - Direct Plan Bonus,INF109KA1H02
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund - Growth,INF109K01JR4
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund - IDCW,INF109K01JQ6
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan - Half Yearly Dividend,INF109K019C3
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan -Growth Option,INF109K011D8
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Investment Plan PF Option - Growth,INF109K01JS2
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Investment Plan PF Option - Half Yearly Dividend,INF109K01I15
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan - Half Yearly Dividend,INF109K017D5
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan - Quarterly Dividend,INF109K019D1
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan -Growth Option,INF109K011E6
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Treasury Plan PF Option - Growth,INF109K01KA8
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Treasury Plan PF Option - Half Yearly Dividend,INF109K01I56
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Fund Treasury Plan PF Option - Quarterly Dividend,INF109K01I49
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Investment PF Option - Bonus,INF109KA1C31
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Investment PF Option - Direct Plan Bonus,INF109KA1C23
ICICI Prudential Mutual Fund,ICICI Prudential Gilt Treasury PF Option - Bonus,INF109KA1C56
ICICI Prudential Mutual Fund,ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - Growth Option,INF109KC1F34
ICICI Prudential Mutual Fund,ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - IDCW,INF109KC1F42
ICICI Prudential Mutual Fund,ICICI Prudential Global Advantage Fund (FOF) - Growth Option,INF109KC1F00
ICICI Prudential Mutual Fund,ICICI Prudential Global Advantage Fund (FOF) - IDCW,INF109KC1F18
ICICI Prudential Mutual Fund,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - Growth,INF109KA1CE0
ICICI Prudential Mutual Fund,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - IDCW,INF109KA1CG5
ICICI Prudential Mutual Fund,ICICI Prudential Global Stable Equity Fund (FOF) - Growth,INF109KA1CB6
ICICI Prudential Mutual Fund,ICICI Prudential Global Stable Equity Fund (FOF) - IDCW,INF109KA1CD2
ICICI Prudential Mutual Fund,ICICI Prudential Gold ETF,INF109KC1NT3
ICICI Prudential Mutual Fund,ICICI Prudential Gold ETF FOF - Direct Plan - Growth,INF109K01U92
ICICI Prudential Mutual Fund,ICICI Prudential Gold ETF FOF - Direct Plan - IDCW,INF109K01U76
ICICI Prudential Mutual Fund,ICICI Prudential Gold ETF FOF - Growth,INF109K01TK8
ICICI Prudential Mutual Fund,ICICI Prudential Gold ETF FOF - IDCW,INF109K01TM4
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 2 Direct Dividend,INF109KC1796
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 2 Dividend,INF109KC1804
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 3 Direct IDCW,INF109KA1S17
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 3 IDCW,INF109KA1S09
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 4 Direct Dividend,INF109KA1Y76
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 4 Dividend,INF109KA1Y68
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 5 Direct Dividend,INF109KA13K3
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 5 Dividend,INF109KA12K5
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 6  Dividend,INF109KA14O3
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 6 Direct Dividend,INF109KA15O0
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 7  Dividend,INF109KA18P1
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 7 Direct Dividend,INF109KA19P9
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 8  Dividend,INF109KA19R5
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund - Series 8 Direct Dividend,INF109KA10S2
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund- Series 1 Direct Dividend,INF109KB12R8
ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund- Series 1 Dividend,INF109KB13R6
ICICI Prudential Mutual Fund,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan Growth,INF109KC10C2
ICICI Prudential Mutual Fund,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan IDCW,INF109KC11C0
ICICI Prudential Mutual Fund,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Growth,INF109KC17B9
ICICI Prudential Mutual Fund,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - IDCW,INF109KC18B7
ICICI Prudential Mutual Fund,ICICI Prudential Income plus Arbitrage Omni FOF - Direct Plan - Growth,INF109K01W82
ICICI Prudential Mutual Fund,ICICI Prudential Income plus Arbitrage Omni FOF - Direct Plan - IDCW,INF109K01W66
ICICI Prudential Mutual Fund,ICICI Prudential Income Plus Arbitrage Omni FOF - Growth,INF109K01811
ICICI Prudential Mutual Fund,ICICI Prudential Income plus Arbitrage Omni FOF - IDCW,INF109K01EB9
ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund - Cumulative Option,INF109KC1RE6
ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund - Direct Plan - Cumulative Option,INF109KC1RH9
ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund - Direct Plan - IDCW Option,INF109KC1RJ5
ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund - IDCW Option,INF109KC1RG1
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 1 Direct Dividend,INF109KB1128
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 1 Dividend,INF109KB1110
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 2 Direct Dividend,INF109KB1300
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 2 Dividend,INF109KB1292
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 3 Cumulative Option,INF109KB1MD0
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 3 Direct Plan Cumulative Option,INF109KB1ME8
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 3 Direct Plan Dividend Option,INF109KB1LQ4
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 3 Dividend Option,INF109KB1LP6
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 4 Cumulative Option,INF109KB1QX9
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 4 Direct Plan Cumulative Option,INF109KB1QY7
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 4 Direct Plan Dividend Option,INF109KB1QW1
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 4 Dividend Option,INF109KB1QV3
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 5 Cumulative Option,INF109KB1UT9
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 5 Direct Plan Cumulative Option,INF109KB1UU7
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 5 Direct Plan Dividend Option,INF109KB1US1
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 5 Dividend Option,INF109KB1UR3
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 7 Direct Plan Dividend Option,INF109KB1WJ6
ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 7 Dividend Option,INF109KB1WI8
ICICI Prudential Mutual Fund,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth,INF109K018M4
ICICI Prudential Mutual Fund,ICICI Prudential Infrastructure Fund - Direct Plan -  IDCW,INF109K016M8
ICICI Prudential Mutual Fund,ICICI Prudential Infrastructure Fund - Growth,INF109K01AV5
ICICI Prudential Mutual Fund,ICICI Prudential Infrastructure Fund - IDCW,INF109K01FB6
ICICI Prudential Mutual Fund,ICICI Prudential Innovation Fund - Direct Plan - Growth,INF109KC12T2
ICICI Prudential Mutual Fund,ICICI Prudential Innovation Fund - Direct Plan - IDCW,INF109KC13T0
ICICI Prudential Mutual Fund,ICICI Prudential Innovation Fund - Growth,INF109KC19S9
ICICI Prudential Mutual Fund,ICICI Prudential Innovation Fund - IDCW,INF109KC10T6
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Dividend,INF109K01KM3
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Growth,INF109K01KL5
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Dividend,INF109K01KQ4
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Growth,INF109K01KP6
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Dividend,INF109K01KU6
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Growth,INF109K01KT8
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Dividend,INF109K01KI1
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Growth,INF109K01KH3
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Dividend,INF109K01ON3
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Growth,INF109K01OM5
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Dividend,INF109K01LU4
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Growth,INF109K01LT6
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Dividend,INF109K01MC0
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Growth,INF109K01MB2
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Direct Quarterly Dividend Payout,INF109K01N91
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Dividend,INF109K01MK3
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Growth,INF109K01MJ5
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Cumulative,INF109K015G2
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Direct Plan - Cumulative,INF109K013G7
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Direct Plan - Dividend,INF109K014G5
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - C - Cumulative,INF109K014Q4
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - C - Direct Plan - Cumulative,INF109K016Q9
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - D - Cumulative,INF109K018Q5
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - D - Direct Plan - Cumulative,INF109K010R0
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - D - Direct Plan - Dividend,INF109K011R8
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VII - Annual Interval Plan - C - Cumulative,INF109KA1NV1
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VII - Annual Interval Plan - C - Direct Plan - Cumulative,INF109KA1NX7
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Series VII - Annual Interval Plan - C - Dividend,INF109KA1NW9
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan - I - Direct Plan Bonus,INF109KA1C80
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan I -  Growth,INF109K01KN1
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan I - Direct Plan -  Growth,INF109K01K45
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan I - Dividend,INF109K01KO9
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan II - Direct Plan -  Growth,INF109K01K60
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan II - Dividend,INF109K01KS0
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan II - Growth,INF109K01KR2
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan III - Direct Plan -  Growth,INF109K01K86
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan III - Dividend,INF109K01KW2
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan III - Growth,INF109K01KV4
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan IV -  Dividend,INF109K01KK7
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan IV - Direct Plan -  Growth,INF109K01L02
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Annual Interval Plan IV - Growth,INF109K01KJ9
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Direct Plan - Quarterly Dividend Payout,INF109K01O17
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Dividend,INF109K01MO5
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Growth,INF109K01MN7
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Dividend,INF109K01MW8
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Growth,INF109K01MV0
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Dividend,INF109K01NI5
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Growth,INF109K01NH7
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Dividend,INF109K01NQ8
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Growth,INF109K01NP0
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Dividend,INF109K01NU0
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Growth,INF109K01NT2
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval - Direct Plan -  Growth,INF109K01L85
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval - Dividend,INF109K01LZ3
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval - Growth,INF109K01LX8
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan A -  Quarterly Dividend Payout,INF109K01MU2
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Dividend,INF109K01M50
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Growth,INF109K01M43
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Dividend,INF109K01MT4
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Growth,INF109K01MR8
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Retail Quarterly Dividend Payout,INF109K01MQ0
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Dividend,INF109K01M76
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Growth,INF109K01M68
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Dividend,INF109K01NB0
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Growth,INF109K01MZ1
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Quarterly Dividend Payout,INF109K01NC8
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Dividend,INF109K01L51
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Growth,INF109K01L44
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Quarterly Dividend Payout,INF109K01N67
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Dividend,INF109K01NF1
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Growth,INF109K01ND6
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan C- Institutional Quarterly Dividend Payout,INF109K01NG9
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan -  Dividend,INF109K01M92
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan -  Quarterly Dividend Payout,INF109K01O33
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan - Growth,INF109K01M84
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Dividend,INF109K01NN5
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Growth,INF109K01NL9
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Quarterly Dividend Payout,INF109K01NO3
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Dividend,INF109K01N18
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Growth,INF109K01N00
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Quarterly Dividend Payout,INF109K01O41
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Dividend,INF109K01NZ9
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Growth,INF109K01NX4
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund II Quarterly Interval Plan F Retail Quarterly Dividend Payout,INF109K01NW6
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund III Quarterly Interval - Direct Plan -  Dividend,INF109K01M19
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund III Quarterly Interval - Direct Plan -  Growth,INF109K01M01
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund III Quarterly Interval - Dividend,INF109K01MH9
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund III Quarterly Interval - Growth,INF109K01MF3
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Dividend,INF109K01OG7
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Growth,INF109K01OF9
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Dividend,INF109K01N59
ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Growth,INF109K01N42
