fund_name,scheme_name,isin
Baroda BNP Paribas Mutual Fund,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,INF251K01GQ2
Baroda BNP Paribas Mutual Fund,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,INF251K01GS8
Baroda BNP Paribas Mutual Fund,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,INF251K01EU9
Baroda BNP Paribas Mutual Fund,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,INF251K01EP9
Baroda BNP Paribas Mutual Fund,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,INF251K01EQ7
Baroda BNP Paribas Mutual Fund,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,INF251K01ES3
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund - Regular-Quarterly- IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Quarterly IDCW option Seg. Portfolio 1),INF955L01IZ3
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund - Regular-Weekly-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Weekly IDCW option Seg. Portfolio 1),INF955L01JE6
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1),INF955L01JM9
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1),INF955L01JP2
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund -Defunct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Weekly IDCW option Seg. Portfolio 1),INF955L01JO5
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1),INF955L01JF3
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund -Direct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Monthly IDCW option Seg. Portfolio 1),INF955L01JJ5
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1),INF955L01JG1
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund -Direct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-weekly IDCW option Seg. Portfolio 1),INF955L01JL1
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,INF955L01FZ9
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,INF955L01GA0
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund -Direct-Daily IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-daily-IDCW option Seg. Portfolio 1),INF955L01JI7
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,INF955L01FR6
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk fund -Regular -Daily-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Daily-IDCW option Seg. Portfolio 1),INF955L01JD8
